Film,Rating,Year,Budget,Actor.Group1,Actor.Group2,Director,Writer
2098819,7,2011,1156400,0,19,7,7
2098937,5.4,2004,16189600,8,6,5.400000095367432,5.400000095367432
2099184,7.5,1956,750000,0,16,7.460000038146973,7.650000095367432
2099218,5,1958,88000,3,7,6.099999904632568,4.399999976158142
2099239,4.8,1957,70000,8,2,5.860000014305115,5.540000104904175
2099248,3.4,1959,70000,6,4,4.3500001430511475,3.4000000953674316
2099275,4.6,1978,90000,37,3,4.599999904632568,4.599999904632568
2099336,6.6,2011,13000000,1,25,6.599999904632568,7
2100603,5.4,2008,3400000,22,14,5.400000095367432,5.400000095367432
2100652,7.6,2007,30000000,2,73,7.599999904632568,7.092857048625038
2100667,7.3,2013,25000000,0,13,7.050000190734863,6.666666666666667
2100848,8,1958,2240000,0,58,8,7.223333311080933
2100982,6.2,2012,1358770,0,12,6.199999809265137,6.199999809265137
2101292,6.3,2013,7413455,3,55,6.300000190734863,6.150000095367432
2101316,6.2,2002,63000000,38,69,6.619999980926513,6.038333268960317
2101319,7,1997,17000000,14,51,6.619999980926513,6.116666595141093
2101321,6.6,1999,33000000,31,64,6.619999980926513,6.038333268960317
2101335,6.6,2008,130000000,2,63,7.199999968210856,6.859999934832255
2101559,6.6,2002,7000000,14,42,6.657142843518939,6.599999904632568
2101600,4.6,2004,8326080,23,3,4.599999904632568,5.349999904632568
2101717,3.8,2006,50000,42,0,3.799999952316284,3.799999952316284
2101824,5,2008,2000000,13,2,4.849999904632568,4.653333282470704
2102037,6.2,2014,15000000,3,13,5.949999809265137,6.199999809265137
2102109,7.5,2010,4000000,1,41,7.5,7.5
2102203,6.6,2001,8000000,0,12,7.299999952316284,6.740000057220459
2102303,7.3,1972,2750000,0,17,7.790476231347947,7.433201590828273
2102541,5.2,2002,17000000,32,6,5.199999809265137,5.199999809265137
2102879,5.5,2004,60000000,8,10,5.9666666984558105,6.125714310918535
2102884,4.7,2007,40000000,35,8,4.549999952316284,6.062380958511715
2103264,7.6,2006,3340988,0,26,7.599999904632568,7.599999904632568
2103287,7.1,2009,17000000,2,65,7.433333396911621,6.974999904632568
2104193,4.6,2007,1622800,8,4,4.599999904632568,
2104769,6.6,2013,7302600,0,15,6.599999904632568,6.599999904632568
2105036,6.9,1995,30000000,4,53,6.900000095367432,6.666666734786261
2105064,5.8,1998,80000000,37,36,6.642857142857143,6.241666765440078
2105146,6.6,1939,748000,0,31,6.966666539510091,6.88166665871938
2105708,6.4,1983,3000000,4,32,7.075000047683716,6.510526381040874
2105777,4.2,2009,8000000,36,8,5.3999998569488525,4.199999809265137
2105885,5.8,1994,50000000,23,14,5.550000190734863,5.754545471884987
2106001,5.5,2008,70000000,11,8,6.200000047683716,5.675000011920929
2106191,8.5,1997,180000,0,41,8.5,8.5
2106257,5.3,2012,3000000,28,14,5.300000190734863,5.300000190734863
2106291,6.3,2008,2921040,1,29,5.8500001430511475,6.327777800736603
2106747,8.5,1985,19000000,1,41,7.160000038146973,7.15982147199767
2106754,7.4,1990,40000000,2,42,7.160000038146973,7.15982147199767
2106757,7.6,1991,40000000,0,9,7.049999952316284,7.423928531578609
2107032,6.3,2010,4000000,3,13,6.3500001430511475,6.3500001430511475
2107508,6.8,1995,19000000,5,33,6.563636389645663,6.397222333484226
2107522,6.5,2003,130000000,13,84,6.563636389645663,5.957015921880329
2107578,5.6,2002,70000000,29,32,6.563636346296831,5.662499904632568
2107655,6.3,2003,3950640,3,60,6.300000190734863,6.300000190734863
2107801,8.3,2010,100000,0,10,8.300000190734863,8.300000190734863
2107860,7.1,1992,1000000,0,35,6.175000071525574,7.099999904632568
2107884,6,2000,408311.4,0,23,6.266666730244954,6.200000047683716
2107963,5.8,2005,30000000,48,19,7.066666762034099,6.466666618982951
2108025,7.1,2003,18000000,3,26,7.299999952316284,6.199999928474426
2108051,6.8,1987,155837,0,42,7.759999990463257,7.120000123977661
2109208,7.8,1968,350000,0,30,7.400000095367432,7.4750001430511475
2109776,7.3,2010,1445500,0,6,7.300000190734863,7.300000190734863
2109883,6.5,2010,8094800,1,31,6.762499988079071,6.762499988079071
2109995,8.2,1992,3700000,4,46,8.199999809265137,8.199999809265137
2110013,6.5,2001,1734.6,0,3,7.066666603088379,7.066666603088379
2110014,7.1,2004,173460,0,9,7.066666603088379,7.066666603088379
2110015,7.6,2012,578200,0,72,7.066666603088379,7.066666603088379
2110575,3.6,2002,70000000,13,4,3.5999999046325684,4.999999904632569
2110953,6.4,2000,10000000,7,76,6.692307655627911,6.774999976158142
2111162,7.1,1971,2000000,0,25,7.158064519205401,7.148437522351742
2111285,6.2,1986,8700000,7,24,6.3999998569488525,6.199999809265137
2111344,7.9,1964,120000,0,12,7.377777841356066,7.638888968361749
2111412,5.7,2006,37004800,31,12,6.549999952316284,6.468279532206956
2111477,6.6,2001,80000000,13,40,6.383333325386047,6.299999872843425
2112053,7.2,2004,13876800,0,29,7.199999968210856,6.376612794014715
2112054,6.5,2009,13876800,2,53,6.5,6.303225778764294
2112496,8.6,1992,2000000,,,8.5,8.550000190734863
2112517,7.1,2004,6000000,0,25,7.099999904632568,7.099999904632568
2112639,5.9,1968,9000000,32,13,6.1000001430511475,6.106250077486038
2112745,6.3,2002,12000000,15,36,5.919999980926514,6.072222312291463
2112748,5.6,2004,18000000,57,15,5.6333333651224775,5.958333373069763
2113785,8.3,2012,4868400,1,23,7.150000095367432,7.533333460489909
2113790,7.2,2005,5435080,2,33,6.949999809265137,7.137499809265137
2114037,2.8,1998,15000000,38,1,2.799999952316284,2.799999952316284
2114114,5.6,2006,51000000,29,16,6.174999833106995,6.022222148047553
2114494,5.8,2008,2000000,38,10,5.800000190734863,5.800000190734863
2114540,7.7,1991,9000000,2,23,7.50769226367657,7.385714258466448
2114830,6.5,2003,50000000,2,16,6.6333333651224775,6.428571428571429
2114934,6.1,1982,35000,2,27,5.799999872843425,5.799999872843425
2114940,5.2,1990,2500000,23,7,5.799999872843425,5.799999872843425
2115001,6.9,1996,3300000,2,45,6.900000095367432,6.900000095367432
2115250,5.6,2005,1852312.2688,42,1,6.566666762034099,6.566666762034099
2115495,7.6,1989,35000000,1,48,7.046153875497671,7.0911110666063095
2115528,5.4,1995,100000000,40,32,6.563636346296831,6.159999971919589
2115544,7,1992,80000000,3,47,7.046153875497671,6.652222145928277
2115648,7.8,2000,4500000,0,94,7.650000095367432,7.800000190734863
2115783,5.4,1980,2000000,18,12,5.680000007152557,6.010526381040874
2115835,5.5,1973,1800000,11,11,6.300000011920929,6.316666622956594
2115868,5.8,2011,70000000,24,29,5.50000015894572,6
2115880,7,1969,17000000,0,93,6.950000047683716,7
2116039,4.8,2013,20000000,80,2,4.800000190734863,4.855555693308513
2116115,2.4,2000,44000000,20,6,2.9000000953674316,3.1166667143503823
2116186,6.6,1978,3000000,2,23,6.599999904632568,6.599999904632568
2116731,5.6,2011,1622800,6,6,5.599999904632568,5.766666571299235
2116814,5.6,2005,53000000,62,37,6.559999942779541,6.3500000068119595
2117177,5.7,1963,350000,23,10,5.699999809265137,4.349999904632568
2117379,5.8,1979,10106488.7,4,11,5.800000190734863,6.304166833559672
2117549,5.5,2011,17000000,15,6,5.5,5.5
2117553,3.6,1991,6000000,24,4,3.5999999046325684,4.306249901652336
2117574,7.3,2012,1800000,0,18,7.300000190734863,7.300000190734863
2117662,6.6,1953,1000000,0,14,6.989999985694885,7.024675268528266
2117693,4.5,2010,1000000,15,7,4.450000047683716,4.433333317438762
2117923,6.8,2007,2500000,0,68,6.800000190734863,6.800000190734863
2117951,5.3,2000,9000000,53,26,5.300000190734863,4.200000047683716
2118045,6.2,2013,60000000,10,46,6.939999961853028,6.444444311989678
2118331,8.1,1991,25000000,1,42,7.400000095367432,7.819047802970523
2118675,6.4,2005,14000000,5,18,6.380000019073487,6.400000095367432
2118731,8,1964,3000000,1,41,8,7.722222222222222
2118832,7.1,2007,16500000,0,32,6.8999998569488525,7.133333245913188
2119114,6.6,1998,4538850,0,49,6.099999904632568,6.599999904632568
2119161,6.1,2008,80000000,21,44,5.9666666984558105,6.128571391105652
2119241,5.5,2005,14000000,72,27,6.5,5.5
2119357,6,2006,2800000,11,35,6,6
2119442,4.6,1993,15000000,16,8,4.599999904632568,5.651515109611279
2119476,7.4,1988,15000000,4,20,7.046153875497671,7.2166666984558105
2119506,6.1,1996,35000000,3,22,6.0333333015441895,6.369999980926513
2119637,8.1,2004,10000000,0,7,7.066666762034099,7.680000281333923
2119663,7.3,2007,18000000,1,36,7.5857142720903665,7.150000095367432
2119913,7.2,2010,3200000,4,34,7.199999809265137,7.199999809265137
2119975,6.1,1990,33000,0,9,6,6.099999904632568
2120142,6.4,2001,40000000,2,36,5.650000095367432,6.344642906529563
2120344,6.1,1972,60000,0,37,6.099999904632568,6.099999904632568
2121138,5.2,1994,30000000,48,24,5.6499998569488525,5.199999809265137
2121158,7.8,1999,13000000,0,70,7.866666793823242,7.679999923706054
2121161,7.2,2004,18000000,0,26,7.199999809265137,7.106666564941406
2121320,7.4,2012,2312800,0,7,7.400000095367432,7.400000095367432
2121407,2.9,1952,50000,8,2,2.9000000953674316,2.9000000953674316
2121736,7.4,2006,3300000,0,27,7.400000095367432,7.400000095367432
2122082,7.1,1960,2203123,2,97,7.066666642824809,7.359999942779541
2122175,5.8,1998,53000000,75,28,6.960000038146973,6.083333472410838
2122278,4.4,2001,18513810,16,9,4.400000095367432,5.379166732231776
2122581,7.5,2007,1734600,0,30,7.5,7.5
2122605,8.1,1925,3900000,0,46,7.940000295639038,8.061111436949837
2122668,6.7,2002,5295565.55905,3,45,6.399999976158142,6.499999920527141
2122740,3.8,2013,1000000,7,1,3.799999952316284,3.799999952316284
2122758,7,2010,9000000,3,31,7,7
2122785,4.4,2011,7300000,22,2,4.400000095367432,4.400000095367432
2122851,5.7,1979,239000,10,7,6.125,5.912499904632568
2123069,6,1974,500000,1,22,6,6
2123322,3.9,1999,3500000,16,2,5.1000001430511475,3.9000000953674316
2123454,6.7,2013,9000000,0,8,6.766666730244954,6.722222116258409
2123896,6.8,2011,5000000,7,123,7.066666762034099,7.0600001335144045
2124334,3.5,1984,18000000,40,7,3.5,5.133333285649617
2124429,7.5,2000,6000000,10,41,6.900000095367432,6.900000095367432
2124438,6.3,1999,7000000,5,14,6.300000190734863,6.5333333015441895
2124460,6.5,2012,1500000,6,60,6.5,6.5
2124468,5.7,1997,10000000,13,9,5.099999984105428,5.699999809265137
2124861,5.9,1988,1173706,8,1,5.900000095367432,5.900000095367432
2125098,6.3,1988,19000000,7,36,6.675000071525574,5.8714286259242465
2125257,7.2,2002,250000,3,68,6.824999928474426,7.03333314259847
2125453,7,2001,8816100,0,29,7,6.875
2125955,3.7,2008,20000000,49,15,4.942857163293021,3.700000047683716
2125959,7.3,1984,14000000,4,32,7.333333333333333,7.0000001192092896
2126027,4,2005,1947360,17,1,4,4
2126125,4.8,2005,85000000,62,16,5.900000095367432,5.539682668352884
2126149,6.4,2007,3000000,2,25,6.200000047683716,6.200000047683716
2126285,6.4,2003,35000000,4,39,6.542857101985386,6.650000095367432
2126471,6.6,1995,23000000,0,41,6.214285748345511,6.46666661898295
2126548,6,2010,918771.7,3,8,6,6
2126712,7.6,1999,500000,6,67,7.599999904632568,6.025000095367432
2126803,6.7,2004,23000000,0,111,6.3999998569488525,6.516666571299234
2128221,6.8,1999,100000000,11,41,6.6333334181043835,6.70555567741394
2128264,5.8,2006,1000000,19,14,5.800000190734863,5.800000190734863
2128509,7.1,2008,12720400,1,27,7.099999904632568,6.477777745988635
2128569,7.3,1988,18000000,3,49,6.400000095367432,7.325000166893005
2129061,6.8,2008,173460,,,6.800000190734863,6.800000190734863
2129068,4.4,1996,15000000,40,8,5.449999928474426,5.516666730244954
2129350,6.4,1999,34200000,12,30,5.800000011920929,6.081547687451045
2129460,5.4,2002,15000000,35,15,6.125000059604645,5.53333338101705
2129736,6.5,2012,40000000,3,60,6.0333333015441895,5.922222243414986
2129754,5,2000,30000000,23,9,4.942857163293021,5.650000035762787
2129836,7.4,1996,4100000,1,18,7.050000071525574,7.400000095367432
2129848,6.9,2006,8000000,2,18,6.900000095367432,6.900000095367432
2130022,6.2,2007,10000000,25,42,5.349999904632568,6.199999809265137
2130322,6.5,2002,40000000,10,41,6.439999961853028,6.1333333651224775
2130325,7.3,1986,25000000,6,38,6.607692278348482,6.919444534513686
2130344,7.3,1978,11000000,3,48,6.8750001192092896,7.0238096827552425
2130594,6.1,2005,750000,4,24,6.099999904632568,6.099999904632568
2131148,6.1,1991,20000000,3,40,4.959999942779541,5.941666609711117
2131149,6.9,1989,10000000,4,36,5.800000111262004,5.941666609711117
2131386,7.3,2007,1947360,2,10,7.450000047683716,7.311111211776733
2131552,5.9,1991,48000000,20,29,6.049999952316284,6.233333349227905
2131642,7.7,2000,5000000,0,37,7.633333206176758,7.449999809265137
2131671,6.1,1971,800000,0,38,6.049999952316284,6.099999904632568
2131696,6.4,1995,10000000,5,60,5.099999984105428,5.922321483492851
2131900,6.6,1988,20000000,2,24,6.777777777777778,6.099999904632568
2131994,8.1,2004,1000000,0,25,8.100000381469727,8.100000381469727
2132307,4.3,1996,15000000,29,8,5.25,4.573333485921224
2132658,7.2,1988,9000000,4,37,7.055555582046509,7.199999809265137
2132746,5.8,1990,20000000,20,8,6.333333492279053,5.803703855585169
2132795,1.8,2010,10000,40,0,1.7999999523162842,1.7999999523162842
2133192,6.1,2001,13000000,0,17,6.099999904632568,6.574999928474426
2133741,5.3,2010,110000,10,3,5.300000190734863,5.300000190734863
2133779,7.1,1992,5000000,1,17,7.290000057220459,6.938730152069576
2134320,5,1999,10000000,51,17,4.950000047683716,6.0000001192092896
2134790,7.2,1974,572979.442,3,21,6.416666666666667,5.849999904632568
2134792,4.5,2006,9000000,32,2,5.299999952316284,5.799999952316284
2135022,7.4,2009,2900000,11,60,7.400000095367432,7.400000095367432
2135025,3.6,1988,3000000,29,2,3.5999999046325684,3.5999999046325684
2135221,6.7,2011,46256000,1,49,7.266666650772095,6.933333241939545
2135259,7.7,2001,92000000,3,38,6.866666603088379,7.199999809265137
2135412,7.1,2007,3000000,2,39,7.099999904632568,7.099999904632568
2135503,7,1937,235000,0,36,7.4124999940395355,7.350000063578288
2135727,8,1947,423626,0,18,7.830000034968059,7.886666689978706
2135931,6.6,1989,30000000,10,36,6.866666603088379,6.599999904632568
2136115,7,2006,15000000,2,27,7.200000047683716,7.200000047683716
2136447,7.7,1999,4538850,1,15,5.300000011920929,7.4761903172447575
2136828,7.1,1998,45000000,5,36,6.450000047683716,6.211111121707493
2136838,6.7,2002,54000000,4,35,7.025000035762787,6.270370342113353
2136866,5.9,2004,65000000,19,22,5.299999952316284,6.270370342113353
2136874,6.4,2007,61000000,18,60,6.200000047683716,6.400000095367432
2137213,6.5,1999,35000000,17,40,6.324999928474426,6.299999992052713
2137387,7.8,1974,2600000,0,88,6.912499904632568,7.0100000911288785
2137472,3.7,1997,6681976,14,3,3.700000047683716,5.123333369890849
2137567,5,2000,40000000,41,19,5.920000076293945,5
2137779,5.8,1987,18000000,26,17,6.266666650772095,5.800000190734863
2138205,6.6,2008,25000000,5,61,7.599999904632568,6.899999976158142
2138252,6.1,1994,11000000,5,43,6.199999988079071,6.199999968210856
2138494,7.2,2005,3000000,2,27,7.224999904632568,7.199999809265137
2138671,3.8,2007,10000000,66,4,3.799999952316284,3.799999952316284
2138674,2.9,2007,8000000,31,0,2.9000000953674316,2.950000077486038
2138940,6.3,1955,2000000,1,13,6.820000123977661,6.300000190734863
2138994,6,1996,22000000,0,16,6.059999942779541,6.25
2139130,5,1963,24500,14,1,5.475000023841858,5.150000015894572
2139586,6.5,2013,25500000,7,64,7.099999904632568,6.616666657584054
2139635,6.4,2002,50000000,6,21,7.055555582046509,6.72500007886153
2139836,6.8,1988,1100000,3,71,6.800000190734863,6.506666819254558
2139974,3.6,2006,70000,46,0,3.5999999046325684,3.5999999046325684
2140031,7.7,2002,3025900,0,44,7.6,7.699999809265137
2140244,7.4,1981,18000000,0,40,6.65555559264289,7.011111179987589
2140602,6.8,2002,1000000,0,21,6.800000190734863,6.800000190734863
2140760,6,1961,2000000,0,46,6.300000071525574,6.262499988079071
2140800,6.7,1995,2000000,7,40,6.593333212534586,6.699999809265137
2140852,6,2012,1200000,5,39,6,6
2141088,6.1,2007,950000,3,24,6.099999904632568,6.099999904632568
2141094,6.2,1999,65000000,12,36,5.899999936421712,5.855555401908027
2141113,6,1978,550000,3,25,5.200000047683716,5.200000047683716
2141134,7.4,2010,1000000,1,26,7.400000095367432,7.400000095367432
2141179,7.8,1986,6000000,1,25,7.330000019073486,7.4375
2141259,5.2,2004,41746040,16,9,5.949999809265137,5.5117282278743795
2141365,4.8,1998,28000000,143,14,6.190909125588157,6.335000109672547
2141642,5.8,2008,1556060,27,10,5.800000190734863,5.800000190734863
2141689,5.3,1983,864202.5,22,6,5.340000057220459,5.300000190734863
2141710,6.7,2006,16800000,3,58,6.599999904632568,6.722222116258409
2141714,6.7,2008,5637345,0,53,6.599999904632568,6.524333224296569
2141832,4.8,2002,20000000,49,9,4.800000190734863,5.325000166893005
2141864,6.6,1969,2000000,0,61,6.25,6.459999942779541
2142206,7.1,2006,14000000,7,64,7.099999904632568,7.099999904632568
2142722,6.7,1984,10000000,5,41,6.65555559264289,6.6611110369364415
2142796,4.3,1993,30000000,11,8,6.433333396911621,5.400000015894572
2142801,7.1,2008,70000000,0,66,6.866666603088379,7.033333222071329
2142842,5.9,1993,13000000,17,10,6.175000071525574,5.874027822415034
2142881,4.4,2011,9736800,14,2,5.799999952316284,4.933333343929714
2143155,4.9,1993,9000000,14,10,4.900000095367432,5.475000023841858
2143310,7.7,2002,4000000,0,15,7.666666507720947,7.787499785423279
2143325,7.1,2008,8500000,0,22,7.099999904632568,7.099999904632568
2143424,5.5,2012,11359600,5,1,6,5.308333396911621
2143716,7,2008,150000000,6,33,7,6.88666668732961
2144013,7.4,1933,344000,0,42,7.833333412806193,7.333333407508002
2144091,7,2006,6681976,3,36,7,6.824999988079071
2144132,6.9,2003,20000000,0,41,6.900000095367432,6.723333382606507
2144233,8.5,2006,1700000,0,23,8.5,8.5
2144503,4,2001,16000000,34,0,5.549999952316284,5.383333285649618
2144734,7.9,1967,2500000,0,21,7.4666666984558105,6.630026527813503
2145035,5.1,2007,4500000,9,6,5.099999904632568,5.099999904632568
2145043,7.3,2008,770162.4,0,6,7.6000001430511475,7.616666793823242
2145140,4,2000,15000000,44,5,4,4.412499964237213
2145274,7.1,1940,2000000,0,54,7.424999833106995,7.1375000145700245
2145335,5.3,1992,40000000,35,13,5.199999968210856,5.6194445557064485
2145439,6,2008,14000000,2,27,5.625,6
2145725,7.3,2006,18000000,1,20,6.825000047683716,6.504333400726319
2145767,7.8,1997,1785080,0,23,6.400000095367432,6.400000095367432
2145946,6.1,2006,21000000,5,30,6.666666666666667,6.850000023841858
2146235,6.3,2009,37823.75,0,27,6.300000190734863,6.603333489100137
2146242,7.2,1989,14000000,6,130,6.95,7.145454450087113
2146332,4.5,2010,10000000,19,1,4.5,4.900000095367432
2146410,7.1,2009,0.0000429914,1,8,7.099999904632568,
2146606,5.7,2006,4163040,6,4,5.699999809265137,5.699999809265137
2146911,7.1,1996,7000000,3,33,7.424999952316284,7.387499928474426
